Name,Title,gender,race,School,department
"Laibson, David",Robert I. Goldman Professor of Economics,M,White,FAS,ECON
"Lee, Robin",Professor of Economics,M,Asian,FAS,ECON
"Li, Shengwu",Assistant Professor of Economics,M,Asian,FAS,ECON
"Mankiw, Gregory",Robert M. Beren Professor of Economics,M,White,FAS,ECON
"Marglin, Stephen",Walter S. Barker Professor of Economics,M,White,FAS,ECON
"Maskin, Eric",Adams University Professor,M,White,FAS,ECON
"Melitz, Marc",David A. Wells Professor of Political Economy,M,White,FAS,ECON
"Miron, Jeffrey",Senior Lecturer on Economics,M,White,FAS,ECON
"Nunn, Nathan",Frederic E. Abbe Professor of Economics,M,White,FAS,ECON
"Pakes, Ariel",Thomas Professor of Economics,M,White,FAS,ECON
"Pallais, Amanda",Professor of Economics,F,White,FAS,ECON
"Rabin, Matthew",Pershing Square Professor of Behavioral Economics,M,White,FAS,ECON
"Rao, Gautam",Associate Professor of Economics,M,Asian,FAS,ECON
"Rogoff, Kenneth",Thomas D. Cabot Professor of Public Policy,M,White,FAS,ECON
"Sen, Amartya",Thomas W. Lamont University Professor,M,Asian,FAS,ECON
"Shleifer, Andrei",John L. Loeb Professor of Economics,M,White,FAS,ECON
"Stantcheva, Stefanie",Professor of Economics,F,White,FAS,ECON
"Stein, Jeremy",Moise Y. Safra Professor of Economics,M,White,FAS,ECON
"Stock, James",Harold Hitchings Burbank Professor of Political Economy,M,White,FAS,ECON
"Straub, Ludwig",Assistant Professor of Economics,M,White,FAS,ECON
"Strzalecki, Tomasz",Professor of Economics,M,White,FAS,ECON
"Summers, Lawrence",Charles W. Eliot University Professor,M,White,FAS,ECON
"Tamer, Elie",Louis Berkman Professor of Economics,M,White,FAS,ECON
"Abramson, Jill",Senior Lecturer on Journalism,F,White,FAS,ENG
"Alworth, David",John L. Loeb Associate Professor of the Humanities,M,White,FAS,ENG
"Bell, Joshua",Senior Lecturer on Poetry,M,White,FAS,ENG
"Bhabha, Homi",Anne F. Rothenberg Professor of the Humanities,M,Asian,FAS,ENG
"Blum, Beth",Assistant Professor of English,F,White,FAS,ENG
"Burt, Stephanie",Professor of English,F,White,FAS,ENG
"Carpio, Glenda",Professor of English and of African and African American Studies,F,African American,FAS,ENG
"Chu, Patricia",Lecturer on English,F,Asian,FAS,ENG
"Claybaugh, Amanda","Samuel Zemurray, Jr. and Doris Zemurray Stone Radcliffe Professor of English",F,White,FAS,ENG
"Cole, Teju",Gore Vidal Professor of the Practice of Creative Writing,M,African American,FAS,ENG
"Dichter, Thomas",Lecturer on English,M,White,FAS,ENG
"Donoghue, Daniel",John P. Marquand Professor of English,M,White,FAS,ENG
"Engell, James",Gurney Professor of English Literature and Professor of Comparative Literature,M,White,FAS,ENG
"Fisher, Philip",Felice Crowl Reid Professor of English,M,White,FAS,ENG
"Frey, Darcy",Senior Lecturer on English,M,White,FAS,ENG
"Garber, Marjorie","William R. Kenan, Jr. Professor of English and of Visual and Environmental Studies",F,White,FAS,ENG
"Gates, Henry Louis",Alphonse Fletcher University Professor,M,African American,FAS,ENG
"Graham, Jorie",Boylston Professor of Rhetoric and Oratory,F,White,FAS,ENG
"Greenblatt, Stephen",John Cogan University Professor of the Humanities,M,White,FAS,ENG
"Kim, Ju Yon",Professor of English,F,Asian,FAS,ENG
"Kincaid, Jamaica",Professor of African and African American Studies,F,African American,FAS,ENG
"Levine, David","Professor of the Practice of Performance, Theater, and Media",M,White,FAS,ENG
"Lynch, Deidre",Ernest Bernbaum Professor of Literature,F,White,FAS,ENG
"Marks, Sam",Senior Lecturer on Playwriting,M,White,FAS,ENG
"McCarthy, Jesse",Assistant Professor of English and of African and African American Studies,M,African American,FAS,ENG
"Menand, Louis",Anne T. and Robert M. Bass Professor of English,M,White,FAS,ENG
"Messud, Claire",Joseph Y. Bae and Janice Lee Senior Lecturer on Fiction,F,White,FAS,ENG
"Miller, Derek",John L. Loeb Associate Professor of the Humanities,M,White,FAS,ENG
"Mukherjee, Indraneel",Briggs-Copeland Lecturer on English,M,Asian,FAS,ENG
"New, Elisa",Powell M. Cabot Professor of American Literature,F,White,FAS,ENG
"Paulus, Diane",Professor of the Practice of Theatre,F,White,FAS,ENG
"Phillips, Elizabeth",College Fellow in English,F,White,FAS,ENG
"Pollan, Michael",Professor of the Practice of Non-Fiction and Lewis K. Chan Arts Lecturer,M,White,FAS,ENG
"Puchner, Martin",Byron and Anita Wien Professor of Drama and of English and Comparative Literature,M,White,FAS,ENG
"Ravinthiran, Vidyan",Associate Professor of English,M,Asian,FAS,ENG
"Rich, Kelly",Assistant Professor of English,F,Asian,FAS,ENG
"Sacks, Peter",John P. Marquand Professor of English,M,White,FAS,ENG
"Scarry, Elaine",Walter M. Cabot Professor of Aesthetics and the General Theory of Value,F,White,FAS,ENG
"Shell, Marc",Irving Babbitt Professor of Comparative Literature and Professor of English,M,White,FAS,ENG
"Simpson, James",Donald P. and Katherine B. Loker Professor of English,M,White,FAS,ENG
"Stauffer, John",Sumner R. and Marshall S. Kates Professor of English and of African and African American Studies,M,White,FAS,ENG
"Syeed, Musa",Briggs Copeland Lecturer on English,M,Asian,FAS,ENG
"Teskey, Gordon",Professor of English,M,White,FAS,ENG
"van den Berg, Laura",Briggs-Copeland Lecturer on English,F,White,FAS,ENG
"Watson, Nicholas",Henry B. and Anne M. Cabot Professor of English Literature,M,White,FAS,ENG
"Whittington, Leah",Professor of English,F,White,FAS,ENG
"Wilson, Anna",Assistant Professor Of English,F,White,FAS,ENG
"Wood, James",Professor of the Practice of Literary Criticism,M,White,FAS,ENG
"Yoon, Paul",Briggs-Copeland Lecturer on English,M,Asian,FAS,ENG
"Thompson, Michaela",Preceptor in Environmental Science and Public Policy,F,White,FAS,ESPP
"Brower, Lowell",Lecturer on Folklore and Mythology,M,White,FAS,FOLKMYTH
"Mitchell, Stephen",Robert S. and Ilse Friend Professor of Scandinavian and Folklore,M,White,FAS,FOLKMYTH
"Asani, Ali",Professor of the Practice of Indo-Muslim Languages and Cultures,M,Asian,FAS,FOLKMYTH
"Barjamovic, Gojko","Senior Lecturer on Assyriology, NELC",M,White,FAS,FOLKMYTH
"Blackmore, Josiah",Nancy Clark Smith Professor of the Language and Literature of Portugal,M,White,FAS,FOLKMYTH
"Buckler, Julie",Samuel Hazzard Cross Professor of Slavic Languages and Literatures and of Comparative Literature,F,White,FAS,FOLKMYTH
"Donoghue, Daniel",John P. Marquand Professor of English,M,White,FAS,FOLKMYTH
"Elmer, David",Professor of the Classics,M,White,FAS,FOLKMYTH
"Hamilton, John",William R. Kenan Professor of German and Comparative Literature,M,White,FAS,FOLKMYTH
"Kirakosian, Racha",Assistant Professor of German and the Study of Religion,F,White,FAS,FOLKMYTH
"Levenson, Jon",Albert A. List Professor of Jewish Studies,M,White,FAS,FOLKMYTH
"Lufkin, Felicity",Lecturer on Folklore & Mythology,F,White,FAS,FOLKMYTH
"McKenna, Catherine","Chair, Celtic Languages and Literatures",F,White,FAS,FOLKMYTH
"Monson, Ingrid","Chair, Ethnomusicology",F,White,FAS,FOLKMYTH
"Moss, Robb",Harvard College Professor,M,White,FAS,FOLKMYTH
"Mugane, John",Professor of the Practice of African Languages and Cultures,M,African American,FAS,FOLKMYTH
"Nagy, Gregory","Francis Jones Professor of Classical Greek Literature, Professor of Comparative Literature",M,White,FAS,FOLKMYTH
"Nagy, Joseph",Henry L. Shattuck Professor of Irish Studies,M,White,FAS,FOLKMYTH
"Patton, Kimberley",Professor of the Comparative and Historical Study of Religion,F,White,FAS,FOLKMYTH
"Puett, Michael",Walter C. Klein Professor of Chinese History,M,White,FAS,FOLKMYTH
"Roilos, Panagiotis",George Seferis Professor of Modern Greek Studies,M,White,FAS,FOLKMYTH
"Shelemay, Kay",G. Gordon Watts Professor of Music,F,White,FAS,FOLKMYTH
"Stauffer, John",Sumner R. and Marshall S. Kates Professor of English and of African and African American Studies,M,White,FAS,FOLKMYTH
"Sumner, Natasha",Assistant Professor of Celtic Languages & Literatures,F,White,FAS,FOLKMYTH
"Suetterlin, Nicole",Associate Professor of Germanic Languages and Literatures,F,White,FAS,FOLKMYTH
"van der Kuijp, Leonard",Professor of Tibetan and Himalayan Studies,M,White,FAS,FOLKMYTH
"Witzel, Michael",Wales Professor of Sanskrit,M,White,FAS,FOLKMYTH
"Wolf, Richard",Professor of Music,M,White,FAS,FOLKMYTH
"Ziokowski, Jan",Arthur Kingsley Porter Professor of Medieval Latin,M,White,FAS,FOLKMYTH
"Broome, Agnes",Preceptor in Germanic Languages and Literatures,F,White,FAS,GERM
"Burgard, Peter",Professor of German,M,White,FAS,GERM
"Frank Johnson, Alison",Professor of History and of Germanic Languages and Literatures,F,White,FAS,GERM
"Hamilton, John",William R. Kenan Professor of German and Comparative Literature,M,White,FAS,GERM
"Kirakosian, Racha",Associate Professor of Germanic Languages and Literatures and of the Study of Religion,F,White,FAS,GERM
"Mitchell, Stephen",Robert S. and Ilse Friend Professor of Scandinavian and Folklore,M,White,FAS,GERM
"Parkes, Lisa",Senior Lecturer on Germanic Languages and Literatures,F,White,FAS,GERM
"Rentschler, Eric",Arthur Kingsley Porter Professor of Germanic Languages and Literatures,M,White,FAS,GERM
"Schwakopf, Nadine",College Fellow in the Department of Germanic Languages and Literatures,F,White,FAS,GERM
"Suetterlin, Nicole",Associate Professor of Germanic Languages and Literatures,F,White,FAS,GERM
"Allen, Danielle",James Bryant Conant University Professor,F,African American,FAS,GOV
"Ansolabehere, Stephen",Frank G. Thomson Professor of Government,M,White,FAS,GOV
"Beerbohm, Eric",Professor of Government,M,White,FAS,GOV
"Blackwell, Matthew",Associate Professor of Government,M,White,FAS,GOV
"Cammett, Melani",Clarence Dillon Professor of International Affairs,F,White,FAS,GOV
"Carpenter, Daniel",Allie S. Freed Professor of Government,M,White,FAS,GOV
"Chaudoin, Robert",Assistant Professor of Government,M,White,FAS,GOV
"Colton, Timothy",Morris and Anna Feldberg Professor of Government and Russian Studies,M,White,FAS,GOV
"Davis, Christina",Professor of Government,F,White,FAS,GOV
"Dillon, Nara",Senior Lecturer on Government,F,White,FAS,GOV
"Ekiert, Grzegorz",Laurence A. Tisch Professor of Government,M,White,FAS,GOV
"Enos, Ryan",Professor of Government,M,White,FAS,GOV
"Forrester, Katrina",Assistant Professor of Government and of Social Studies,F,White,FAS,GOV
"Frieden, Jeffry",Stanfield Professor of International Peace,M,White,FAS,GOV
"Gay, Claudine",Wilbur A. Cowett Professor of Government and of African and African American Studies,F,African American,FAS,GOV
"Hagopian, Frances",Jorge Paulo Lemann Senior Lecturer on Government,F,White,FAS,GOV
"Hall, Peter",Krupp Foundation Professor of European Studies,M,White,FAS,GOV
"Harrison, Chase","Preceptor, Senior (Faculty)",M,White,FAS,GOV
"Hiscox, Michael",Clarence Dillon Professor of International Affairs,M,White,FAS,GOV
"Hochschild, Jennifer",Henry LaBarre Jayne Professor of Government and Professor of African and African American Studies,F,White,FAS,GOV
"Holland, Alisha",Associate Professor of Government,F,White,FAS,GOV
"Imai, Kosuke",Professor of Government and of Statistics,M,Asian,FAS,GOV
"Iversen, Torben",Harold Hitchings Burbank Professor of Political Economy,M,White,FAS,GOV
"Johnston, Alastair",Governor James Albert Noe and Linda Noe Laine Professor of China in World Affairs,M,White,FAS,GOV
"Kane, David",Preceptor in Statistical Methods and Mathematics,M,White,FAS,GOV
"Kertzer, Joshua",Paul Sack Associate Professor of Political Economy,M,White,FAS,GOV
"King, Gary",Albert J. Weatherhead III University Professor,M,White,FAS,GOV
"Larreguy, Horacio",Associate Professor of Government,M,White,FAS,GOV
"Levitsky, Steven",David Rockefeller Professor of Latin American Studies,M,White,FAS,GOV
"Mansfield, Harvey","William R. Kenan, Jr. Professor of Government",M,White,FAS,GOV
"Nelson, Eric",Robert M. Beren Professor of Government,M,White,FAS,GOV
"Perry, Elizabeth",Henry Rosovsky Professor of Government,F,White,FAS,GOV
"Peterson, Paul",Henry Lee Shattuck Professor of Government,M,White,FAS,GOV
"Pharr, Susan",Edwin O. Reischauer Professor of Japanese Politics,F,White,FAS,GOV
"Raffler, Pia",Assistant Professor of Government,F,White,FAS,GOV
"Rogowski, Jon",Associate Professor of Government,M,White,FAS,GOV
"Rosen, Michael",Senator Joseph S. Clark Professor of Ethics in Politics and Government,M,White,FAS,GOV
"Rosen, Stephen",Beton Michael Kaneb Professor of National Security and Military Affairs,M,White,FAS,GOV
"Sandel, Michael",Anne T. and Robert M. Bass Professor of Government,M,White,FAS,GOV
"Shepsle, Kenneth",George D. Markham Professor of Government,M,White,FAS,GOV
"Skocpol, Theda",Victor S. Thomas Professor of Government and Sociology,F,White,FAS,GOV
"Smith, Daniel",Associate Professor of Government,M,White,FAS,GOV
"Snyder, James",Leroy B. Williams Professor of History and Political Science,M,White,FAS,GOV
"Sweeney, Latanya",Professor of Government and Technology in Residence,F,African American,FAS,GOV
"Tingley, Dustin",Professor of Government,M,White,FAS,GOV
"Tuck, Richard",Frank G. Thomson Professor of Government,M,White,FAS,GOV
"Wang, Yuhua",Associate Professor of Government,M,Asian,FAS,GOV
"Ziblatt, Daniel",Eaton Professor of the Science of Government,M,White,FAS,GOV
"Akyeampong, Emmanuel",Ellen Gurney Professor of History and of African and African American Studies,M,African American,FAS,HIST
"Amrith, Sunil",Mehra Family Professor of South Asian History,M,Asian,FAS,HIST
"Angelov, Dimiter",Dumbarton Oaks Professor of Byzantine History,M,White,FAS,HIST
"Armitage, David",Lloyd C. Blankfein Professor of History,M,White,FAS,HIST
"Beckert, Sven",Laird Bell Professor of History,M,White,FAS,HIST
"Bloch, Brandon",College Fellow in History,F,White,FAS,HIST
"Bose, Sugata",Gardiner Professor of Oceanic History and Affairs,M,Asian,FAS,HIST
"Brown, Vincent",Charles Warren Professor of American History and Professor of African and African American Studies,M,African American,FAS,HIST
"Brown-Nagin, Tomiko",Professor of History,F,Asian,FAS,HIST
"Bsheer, Rosie",Assistant Professor of History,F,Asian,FAS,HIST
"Chalhoub, Sidney",David and Peggy Rockefeller Professor of History and of African and African American Studies,M,White,FAS,HIST
"Chaplin, Joyce",James Duncan Phillips Professor of Early American History,F,White,FAS,HIST
"Cohen, Lizabeth",Howard Mumford Jones Professor of American Studies,F,White,FAS,HIST
"de la Fuente, Alejandro","Robert Woods Bliss Professor of Latin American History and Economics, Professor of African and African American Studies and of History",M,White,FAS,HIST
"Deloria, Philip",Professor of History,M,White,FAS,HIST
"Dench, Emma",McLean Professor of Ancient and Modern History and of the Classics,F,White,FAS,HIST
"Elkins, Caroline",Professor of History,F,White,FAS,HIST
"Elliott, Mark",Mark Schwartz Professor of Chinese and Inner Asian History,M,White,FAS,HIST
"Faust, Drew",Arthur Kingsley Porter University Professor,F,White,FAS,HIST
"Ghosh, Arunabh",Associate Professor of History,M,Asian,FAS,HIST
"Gordon, Andrew",Lee and Juliet Folger Fund Professor of History,M,White,FAS,HIST
"Gordon, Peter",Amabel B. James Professor of History,M,White,FAS,HIST
"Gordon-Reed, Annette",Charles Warren Professor of American Legal History,F,African American,FAS,HIST
"Hankins, James",Professor of History,M,White,FAS,HIST
"Herzog, Tamar",Monroe Gutman Professor of Latin American Affairs and Professor of History,F,White,FAS,HIST
"Howell, David",Professor of Japanese History,M,White,FAS,HIST
"Higginbotham, Evelyn",Victor S. Thomas Professor of History and of African and African American Studies,F,African American,FAS,HIST
"Jasanoff, Maya",Coolidge Professor of History,F,White,FAS,HIST
"Johnson, Alison Frank",Professor of History,F,White,FAS,HIST
"Johnson, Walter",Winthrop Professor of History and Professor of African and African American Studies,M,White,FAS,HIST
"Kafadar, Cemal",Vehbi Koc Professor of Turkish Studies,M,Asian,FAS,HIST
"Kamensky, Jane",Jonathan Trumbull Professor of American History,F,White,FAS,HIST
"Kirby, William",T. M. Chang Professor of China Studies,M,White,FAS,HIST
"Kloppenberg, James",Charles Warren Professor of American History,M,White,FAS,HIST
"Lepore, Jill",David Woods Kemper '41 Professor of American History,F,White,FAS,HIST
"Lewis, Mary",Robert Walton Goelet Professor of French History,F,White,FAS,HIST
"Logevall, Fredrik",Laurence D. Belfer Professor of International Affairs,M,White,FAS,HIST
"Manela, Erez",Professor of History,M,White,FAS,HIST
"Martin, Terry",George F. Baker III Professor of Russian Studies,M,White,FAS,HIST
"McCormick, Michael",Francis Goelet Professor of Medieval History,M,White,FAS,HIST
"McGirr, Lisa",Professor of History,F,White,FAS,HIST
